,id,stateId,countyId,cityId,country,datePostedString,is_bankOwned,is_forAuction,event,time,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,longitude,latitude,hasBadGeocode,description,currency,livingArea,livingAreaValue,lotAreaUnits,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,hasPetsAllowed,homeType,county
10,94564-18484705,9,198,36958,USA,2021-06-01,0,0,Price change,1625443200000.0,880000.0,633.0,Pinole,CA,1966,2820 Doidge Ave,94564.0,-122.25067901611328,37.98483657836914,0,Welcoming bright spacious living house smart floor plan large serene manicured yard extra flexible space and updated throughout. Remodeled 3 Bed 2 bath single story home. Upgrades include New Kitchen counter tops w/quartz countertops and glass tile backsplash stove with breakfast bar new home lighting w/control system Remodeled two bathrooms all new doors nest thermostat roof only two years old new front and back yard remodel with nice lighting. This astrictive ranch style sits in a 16K+sqft Lot . with outdoor amenities enclose patio and possible RV space. enjoy the nature with the hillside view larch backyard and desirable neighborhood with the scenic parks and playgrounds including in Pinole Valley. Located just minutes from grocery shopping and restaurants with easy access to the freeway. Public transportation and more. Sellers will keep refrigerator in kitchen area.,USD,1390.0,1390.0,Acres,2.0,3.0,1390.0,1,2.0,1,One Story,0,0,0,0,SINGLE_FAMILY,Contra Costa County
11,94564-95438409,9,199,36958,USA,2021-05-31,0,0,Price change,1624579200000.0,895000.0,477.0,Pinole,CA,2021,1431 Nob Hill Ave,94564.0,-122.3011245727539,38.00226974487305,0,Price reduced for Quick Sale. Custom home 4 bed 3 bath just completed construction in 2021 with new standards and owners choice and taste. Come see yourself and appreciate You will fall in love with this house front has a small veranda and rear has a good size covered Patio behind the Family room.,USD,1875.0,1875.0,sqft,3.0,4.0,1875.0,1,2.0,1,One,0,0,0,0,SINGLE_FAMILY,Contra Costa County
12,94564-18494516,9,200,36958,USA,2021-05-25,0,0,Listed for sale,1624665600000.0,679950.0,651.0,Pinole,CA,1954,291 Calais Dr,94564.0,-122.29208374023438,38.01000595092773,0,"""Gorgeous Ranchette in Old Town Pinole. Cute as heck! Excellent Old Town location walk to Bay Old Town for restaurants and shopping Fernandez Park backs to San Pablo Bay Trail jump on your bike from your backyard and ride the trail past Pinole Creek to Bay and downtown Hercules. The home is super sharp neutral decor throughout features wood laminate floors throughout. Updated kitchen with granite counters and stainless appliances and fixtures. This home has a beautiful fireplace with newly installed slate rock facing a master bedroom suite garage with extra storage covered patio ideal for outdoor gatherings or summer evening dinners. There are dual pane windows and plantation shutters. The large lot affords off street parking the beautiful yards are meticulously maintained its like a nice park in the backyard. The hot tub and storage units are an added bonus New Roof installed 2 years ago. This is truly a very special home.""",USD,1045.0,1045.0,sqft,2.0,3.0,1045.0,1,1.0,1,One Story,0,0,0,0,SINGLE_FAMILY,Contra Costa County
13,94564-82799933,9,201,36958,USA,2021-05-13,0,0,Listed for sale,1620864000000.0,695000.0,0.0,Pinole,CA,0,2500 Galbreth Rd,94564.0,-122.2800064086914,37.98326873779297,0,"""Build your dream house or two dream houses. Great lot at an affordable price. This spacious lot affords all the beauty that first attracted you to the Bay Area. Take a look at our quality drawings. Here it is...just what youve been looking for.""",USD,0.0,0.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Contra Costa County
14,94564-2082711365,9,202,36958,USA,2021-04-21,0,0,Listed for sale,1618963200000.0,2260000.0,0.0,Pinole,CA,0,0 Pinon Ave,94564.0,-122.2990493774414,38.00480270385742,0,Rare and wonderful opportunity for a creative developer/builder to leverage the lot and turn into a luxury new home community. Your imagination is the only limit. Located in Pinole residential neighborhood a stone throw away from the San Pablo Bay. The 5.85 acre lot has great potential for subdivision into multiple lots. Up slope with leveled top may catch great view of the San Francisco Bay.  Near Pinole Point and San Francisco Bay Trail a walking and cycling path. Utilities near by. Buyer to verify the lot size check with City of Pinole on subdivision and investigate utilities.,USD,0.0,0.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Contra Costa County
15,94564-2071919419,9,203,36958,USA,2021-04-09,0,0,Listed for sale,1617926400000.0,740000.0,0.0,Pinole,CA,0,0 Hazel St,94564.0,-122.30140686035156,38.00929260253906,0,Seller willing to carry portion of price for buyer up to 2 years. This is 4 lots with approx 6000sq ft each lot buyer to confirm sq ft. Has to be purchased with all 4 lots no sub-dividing. Owner has worked with city of Pinole and has Plan Development architectural and engineer drawings. Go directly to see property. I have Building and Engineer Plans drawing of 4 individual houses to be developed on property. 415-430-7835 BrockFordRealtor@Gmail.com,USD,0.0,0.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Contra Costa County
16,94564-2076565393,9,204,36958,USA,2020-12-05,0,0,Listed for sale,1610496000000.0,1200000.0,0.0,Pinole,CA,0,2995 Pinole Valley Rd,94564.0,-122.28488159179688,37.99112319946289,0,Zoned commercial mixed use. City planning department has stated that they will allow a structure possibly up to three or four floors with retail on the bottom and office/apartments on the top levels. This is the only undeveloped parcel in this area of Pinole Valley Blvd. There is a newly remodeled high school across the street. Buyer should contact the city planning department to verify use height and set back allowances.,USD,0.0,0.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Contra Costa County
17,91605-2069586184,9,555,12447,USA,2021-07-13,0,0,Listed for sale,1626134400000.0,274950.0,367.0,North Hollywood,CA,1962,7137 Coldwater Canyon Ave #6,91605.0,-118.4139633178711,34.20028686523437,0,Updated 2Bd+1Ba unit located on a Lower Level in a quiet gated co-op community in North Hollywood. Centrally located within a walking distance to shopping transportation and schools. Very low HOA which includes property tax hot/cold water gardening plus some basic maintenance. Community includes a pool gym laundry area recreation/party room assigned parking and gated access. Must be owner occupied. Buyer to submit background and credit check to the office for the Board review and approval.,USD,750.0,750.0,sqft,1.0,2.0,0.0,1,1.0,1,One,0,0,0,0,CONDO,Los Angeles County
18,91605-20000583,9,556,12447,USA,2021-07-13,0,0,Listed for sale,1626134400000.0,645000.0,548.0,North Hollywood,CA,1976,7823 Lemp Ave,91605.0,-118.38482666015624,34.21280288696289,0,Updated kitchen with self closing cabinets and doors quartz countertops built in microwave. Direct access from garage. Garage has laundry area updated door and auto opener. Remodeled bath. All three bedrooms have ceiling fans as well as living room which also has recessed lighting.  A/C installed and kitchen replaced in 2015 laminate flooring updated vinyl windows . Fenced grassy back yard with auto sprinkler system. newer water heater. SunSetter awning on back patio. Master bedroom has two closets one is walk in. Tile entry. Storage closets in hallway.  No termite no repairs as is sale.,USD,1177.0,1177.0,sqft,1.0,3.0,0.0,1,2.0,1,One,0,0,0,0,SINGLE_FAMILY,Los Angeles County
19,91605-19998959,9,557,12447,USA,2021-07-13,0,0,Listed for sale,1626048000000.0,1200000.0,516.0,North Hollywood,CA,1952,12421 Stagg St,91605.0,-118.40371704101562,34.212371826171875,0,"""Amazing location curb appeal and so much character! This is a North Hollywood property that has a front home with 3 bedrooms and 1 bathroom plus a newly constructed back ADU with 2 bedrooms and 2 bathrooms. Both features laminate flooring baseboard moldings recessed lighting central AC plenty of storage space and more. Both kitchens are equipped with sleek quartz countertops a decorative tiled backsplash and self-shutting cabinets. Bedrooms are all bright and spacious offering ample closet space. The backyard of the home is private and spacious. The yard features a lush green lawn and a open patio space where you can add outdoor seating. The detached 2-car garage has easy access to the ADU unit. Located near the 170-Freeways Strathern Park Salsa & Beer Ralphs popular dining options and more. The property is also less than 5 miles from the NoHo Arts District where you have access to nightlife restaurants and shopping.""",USD,2325.0,2325.0,sqft,4.0,5.0,0.0,1,2.0,1,One,0,0,0,0,SINGLE_FAMILY,Los Angeles County
20,91605-20000255,9,558,12447,USA,2021-07-12,0,0,None,,0.0,0.0,North Hollywood,CA,1949,7815 Simpson Ave,91605.0,-118.38919067382812,34.212512969970696,0,"""First time on the market for sale in over 40 years. Single-story home located behind gate. Long driveway for multiple car parking & possible RV access. 2-car garage could be potential\xa0for ADU or guest unit. Formal living room dining separate spacious family room kitchen w/ pantry closet stackable laundry full bath w/ shower inside tub in the hall 2 bedrooms & larger main 3rd bedroom suite w/ walk-in closet & en suite bath w/ shower. Copper plumbing smooth ceilings crown molding & upgraded flooring. Wall a/c units & heaters.\xa0Manicured gardens in generous front & back areas. Backyard covered patio convenient 1/4 bath 2 storage sheds & lemon tree. Close proximity to freeways and a short drive to Burbank Studios. Dont miss out on the opportunity of this charming\xa0home! Buyer to do their own due diligence regarding square footage & permits.""",USD,1520.0,1520.0,sqft,3.0,3.0,0.0,1,2.0,1,One,0,0,0,0,SINGLE_FAMILY,Los Angeles County
21,91605-19997810,9,559,12447,USA,2021-07-09,0,0,Listed for sale,1625788800000.0,650000.0,453.0,North Hollywood,CA,1951,7706 Wilkinson Ave,91605.0,-118.40397644042969,34.21053695678711,0,The house is larger than the picture depicts. Well-maintained home looking for the inspiration of new owners. Long-term tenants will relocate amicably before closing. The home does need a makeover and the seller is looking for the smoothest possible transaction and will not be doing any repairs or updates. Only the strongest and cleanest offers will be of interest to the seller. All offers are drive by first and showings are available with accepted offer.,USD,1435.0,1435.0,sqft,2.0,3.0,0.0,1,1.0,1,0,0,0,0,0,SINGLE_FAMILY,Los Angeles County
22,91605-19996997,9,560,12447,USA,2021-07-09,0,0,Listed for sale,1625788800000.0,749000.0,643.0,North Hollywood,CA,1953,12839 League St,91605.0,-118.41323852539062,34.217056274414055,0,This well manicured front lawn Welcomes you to this charming 3 bedroom 2 bath POOL home located North Hollywood.  This well kept home has newer Central heating and air copper plumbing original hardwood floors (under carpet) wood burning fireplace newer electrical panel and long driveway leading into a two car detached garage with room for expansion .The property is Centrally located to all major highways shopping centers and retail stores. Bring your ideas and creativity and make this home your own while you enjoy a summer day by the pool.,USD,1164.0,1164.0,sqft,2.0,3.0,0.0,1,2.0,1,One,1,0,0,0,SINGLE_FAMILY,Los Angeles County
23,91605-20002196,9,561,12447,USA,2021-07-08,0,0,Listed for sale,1625702400000.0,749000.0,567.0,North Hollywood,CA,1942,7534 Beck Ave,91605.0,-118.38309478759766,34.20761489868164,0,"""Stunning Private North Hollywood turn-key home with plenty of room for expansion. Sellers pride of ownership and it shows. Spacious lot with front and backyard offers plenty of room for additions/expansions. Sliding front gate and hedges creates maximum privacy fitting for Hollywood. Functional floor plan with 3 Bed /1 bath open living room space including recently built guest house 1 Bed / 1 Bath / Kitchen in rear which offers rentable space/opportunities. A little TLC and love for either investors or prospective homeowners to take this home for more added value! Owner has laid out the foundation for a backyard oasis for future amenities/structures for gazebo with utilities routed for future and much more! Come see for yourself. This undiscovered gem wont last long!""",USD,1322.0,1322.0,sqft,2.0,4.0,0.0,1,0.0,0,One,0,0,0,0,SINGLE_FAMILY,Los Angeles County
24,91605-20000621,9,562,12447,USA,2021-07-07,0,0,Listed for sale,1625616000000.0,1050000.0,729.0,North Hollywood,CA,1936,7831 Troost Ave,91605.0,-118.38700103759766,34.21303558349609,0,"""DUPLEX ~ Two Houses on One Lot!! Incredible opportunity for Owner - User or Investor! This Duplex has two remodeled homes. The front house is a 3 bedroom 1 bathroom detached house with a private driveway. The rear house has its own private gated driveway accessed from the alley. The rear house is a 2 bedroom 1 bathroom remodeled home with covered carport parking.  An incredible opportunity for someone who is looking to live in one unit & rent the other! The front house has been remodeled throughout with Shaker Cabinets & Quartz Counter Tops in the kitchen new floors a new Central AC / Heating system and is gated at the street for additional privacy and security. The Rear House has separate alley access & a fence separating the two houses. Remodeled throughout with new floors shaker cabinets quartz counters recessed lighting in-unit laundry hook ups & an additional detached shed for storage. The renderings seen in some of the photos are what make this property investor friendly! There is potential to build an additional TWO units with the Citys ADU ordinance! Located less than 2.5 miles from the NoHo West Development. This property provides short term and long term opportunity! Call today with Questions!""",USD,1440.0,1440.0,sqft,2.0,5.0,0.0,0,0.0,0,One,0,0,0,0,SINGLE_FAMILY,Los Angeles County
25,91605-20004289,9,563,12447,USA,2021-07-05,0,0,Price change,1625616000000.0,4600000.0,415.0,North Hollywood,CA,2018,11740 Vanowen St,91605.0,-118.38932800292969,34.19363021850586,0,We are proud to present (Year Built 2019) contemporary construction 11-units luxurious to you in the heart of North Hollywood. Its unit mix consists of (2 Units) 3Br/2Ba (5 Units) 2Br/2Ba and (3 Units) 1Br/1Ba. All units have open floor plans master bedrooms walk-in closets and HVAC system. Each has a very unique floor plan layout. Quartz kitchen counter tops with laminated wood floor throughout. Some units has balconies. Minutes away from NoHo Red/Orange Line station Burbank Shopping and soon to be completed NoHo Entertainment complex blocks away! Too many amenities to mention must see. Rooftop can be designed and used as common area.,USD,11073.0,11073.0,sqft,0.0,0.0,11073.0,1,1.0,1,Three Or More,0,0,0,0,MULTI_FAMILY,Los Angeles County
26,91605-20006480,9,564,12447,USA,2021-07-01,0,0,Listed for sale,1625184000000.0,869999.0,459.0,North Hollywood,CA,1962,7002 Van Noord Ave,91605.0,-118.41464233398438,34.197738647460945,0,Welcome to your next home in beautiful North Hollywood. As you pass the gated entry you will be greeted with a multi-car driveway and a two-car garage. The front yard also features an assuming garden with side gates flanking the home for entry into the backyard. When you enter the front door you will be welcomed by a dual sided fireplace and sunken family room great for entertaining. You then would reach a traditional living room great to watch television which opens up to the dining room. The kitchen window has a great view of the front yard above the sink flanked by the stove microwave dishwasher and refrigerator. We then enter the laundry room which has entry to the side of the home 3/4 bathroom and the garage. We then make our way down the hallway with a private door separating the bedrooms. We have two adequately sized rooms to your left facing the front of the home a full bathroom with access to the side of the home straight ahead and hallway closet/storage plus the main bedroom to your right. The main bedroom is spacious with a generous closet and a private full bathroom. The backyard has an amazing pool perfect for entertaining and cooling off and features a convenient awning. Please take advantage of this fantastic opportunity!,USD,1896.0,1896.0,sqft,3.0,3.0,0.0,1,2.0,1,One,1,0,0,0,SINGLE_FAMILY,Los Angeles County
27,91605-20003751,9,565,12447,USA,2021-07-01,0,0,Listed for sale,1625097600000.0,315000.0,474.0,North Hollywood,CA,1967,6902 Hinds Ave APT 7,91605.0,-118.3907699584961,34.19600296020508,0,Nice North Hollywood upstairs condo in secure building. Brand new laminate wood flooring and just freshly painted! Great floorplan making good use of every square foot! Lots of closet space including small closet with a built in desk perfect for doing miscellaneous paperwork. Large balcony with lovely tile flooring. Why pay rent!,USD,665.0,665.0,sqft,1.0,1.0,0.0,1,0.0,0,One,0,0,0,0,CONDO,Los Angeles County
28,91605-20002976,9,566,12447,USA,2021-06-30,0,0,Listed for sale,1625011200000.0,879999.0,427.0,North Hollywood,CA,1959,11924 Saticoy St,91605.0,-118.39312744140624,34.20818328857422,0,"Stunning 2060 Sq. Ft. Home North Hollywood on Large Lot! This large home has 4 bedrooms and 2 bathrooms. The 4th Bedroom is currently staged as a Family Room in the photos although with an installation door it can be converted back to a bedroom. The huge Living Room has a nice accent fireplace and a sliding door that opens to a expansive covered patio with a\xa0backyard perfect for entertaining.\xa0 There have been so many upgrades which include an oversized dining room new hardwood floors throughout remodeled kitchen and bathrooms new windows new LED recessed lighting throughout the house.\xa0 Fresh paint inside and out.\xa0 The exterior has ""cool tech"" wall coating. All bedrooms are larger than average especially the Master bedroom!! There is a 2 car attached garage a huge driveway that can easily fit about 6 cars and it’s gated. This is a Must-See Home!",USD,2060.0,2060.0,sqft,2.0,4.0,0.0,1,2.0,1,One,0,0,0,0,SINGLE_FAMILY,Los Angeles County
29,91605-19998581,9,567,12447,USA,2021-06-27,0,0,Listed for sale,1625011200000.0,720000.0,662.0,North Hollywood,CA,1958,12629 Cantara St,91605.0,-118.40836334228516,34.22007369995117,0,"""When opportunity knocks youve got to answer! This quaint home sits on an over 8k sq. ft. lot w/ the adj. portion vacant and ready for you to build! The side with the homesite has 2 bdrms and 1 bath AND a den/family room/office space just off the kitchen which has a separate entry and would be great for in law qrtrs or such. There is also a spacious formal dining adj. the kitchen and off the family room. This home does need some TLC but the options and opportunities are endless with the space and bones to start with. Thanks for showing!""",USD,1088.0,1088.0,sqft,1.0,2.0,0.0,1,2.0,1,One,0,0,0,0,SINGLE_FAMILY,Los Angeles County
30,91605-19997677,9,568,12447,USA,2021-06-27,0,0,Listed for sale,1624752000000.0,985000.0,532.0,North Hollywood,CA,1962,12761 Elkwood St,91605.0,-118.41178131103516,34.212413787841804,0,Wonderful North Hollywood Single Story Pool Home located at the end of a cul-de-sac street. The current owners have converted the garage to a (permitted with separate address) ADU that you have to see to believe! It has a separate entrance and features a living/sleeping area kitchenette and bathroom all recently remodeled. Main house features 3 bedrooms and 2 bathrooms formal living room with hardwood floors and decorative fireplace kitchen with stainless steel appliances. The backyard consists of a stunning pool outdoor kitchen and lots of space to have fun and relax with your friends and family. Don’t miss this fabulous opportunity.,USD,1852.0,1852.0,sqft,3.0,4.0,0.0,0,0.0,0,One,1,0,0,0,SINGLE_FAMILY,Los Angeles County
31,91605-2134340157,9,569,12447,USA,2021-06-27,0,0,Price change,1621382400000.0,319000.0,387.0,North Hollywood,CA,1965,7826 Laurel Canyon Blvd UNIT 11,91605.0,-118.39590454101562,34.212902069091804,0,Welcome to 7826 Laurel Canyon Blvd Unit 11 North Hollywood CA 91605. This Great condo centrally located in North Hollywood CA. It is in well maintain complex. Offers two bedrooms with two bathroom with nice size balcony. Newer Kitchen with newer cabinets and counter tops. Newer floors with tiles and laminates. Master bedroom with attached full bath and large closet. Long term tenant occupied current rent $1750/month month to month. Similar units renting in the area for $2200.,USD,824.0,824.0,Acres,2.0,2.0,0.0,1,1.0,1,Two,0,0,0,0,CONDO,Los Angeles County
32,91605-2119556230,9,570,12447,USA,2021-06-25,0,0,Listed for sale,1624579200000.0,280000.0,373.0,North Hollywood,CA,1970,11813 Runnymede St APT 47,91605.0,-118.39099884033205,34.20623016357422,0,A beautifully remodeled 1 BR 1 BA with a baker’s kitchen with a view of the sparking pool. Fabulous manicured grounds with a resort like feel and private walkways greet you in your new home. This is a senior complex (55 years and older) no investors or renters all cash required. $400 HOA dues covers hot and cold water hot and cold central air gas trash property tax maintenance gardener termite repair pool and building insurance. This is a co-op and the buyer needs to have an interview with the Board of directors.,USD,750.0,750.0,sqft,1.0,1.0,0.0,1,1.0,1,One,0,0,0,0,CONDO,Los Angeles County
33,91605-20003357,9,571,12447,USA,2021-06-19,0,0,Listing removed,1624320000000.0,3000000.0,0.0,North Hollywood,CA,0,11444 Vanowen St,91605.0,-118.38068389892578,34.19366455078125,0,We are very proud to present this extremely rare and exciting development opportunity in North Hollywood California. The Offering sits on 17860 square feet of land zoned C2.This development opportunity checks every box we can think of: Opportunity Zone TOC Density Bonus 3-lot assemblage and a blank canvas to build up to 69 apartment units. With the C2 zoning a multifamily developer can build up to 45 market-rate units by-right or a developer could choose to utilize the TOC Tier 1 Density bonus and build up to 69 units. A couple of the main benefits of the TOC Tier 1 bonus is that a developer will be allowed an increased FAR and height limit which will be 2.75-1 and 56 feet respectively. The property is also located in an Opportunity Zone which allows a developer an array of tax advantages on both the purchase and the future exit.,USD,0.0,0.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Los Angeles County
